trade_id,timestamp,counterparty,sector,country,symbol,trade_type,quantity,price,notional,currency,kyc_ok,aml_flag
T00232,2025-01-01 03:52:00,CPTY_G,Bank,RU,AAPL,SELL,652,87.63,57134.76,GBP,1,0
T00233,2025-01-01 03:53:00,CPTY_G,Bank,RU,USDINR,BUY,2004,64.22,128696.88,INR,1,0
T00234,2025-01-01 03:54:00,CPTY_E,FinTech,SG,USDINR,SELL,2157,107.86,232654.02,GBP,1,0
T00235,2025-01-01 03:55:00,CPTY_E,FinTech,SG,EURUSD,SELL,1213,135.59,164470.67,INR,1,0
T00236,2025-01-01 03:56:00,CPTY_C,HedgeFund,DE,TSLA,BUY,1065,142.62,151890.3,INR,1,0
T00237,2025-01-01 03:57:00,CPTY_B,Broker,UK,HDFCBANK,BUY,586,156.37,91632.82,GBP,1,0
T00238,2025-01-01 03:58:00,CPTY_F,Broker,AE,USDINR,SELL,643,158.14,101684.02,INR,1,0
T00239,2025-01-01 03:59:00,CPTY_F,Broker,AE,GOOG,SELL,663,88.73,58827.99,USD,1,0
T00240,2025-01-01 04:00:00,CPTY_B,Broker,UK,EURUSD,SELL,196,69.29,13580.84,USD,0,0
T00241,2025-01-01 04:01:00,CPTY_G,Bank,RU,USDINR,BUY,972,109.37,106307.64,INR,1,0
T00242,2025-01-01 04:02:00,CPTY_A,Bank,US,GOOG,SELL,1787,91.44,163403.28,EUR,1,0
T00243,2025-01-01 04:03:00,CPTY_A,Bank,US,USDINR,SELL,101,115.3,11645.3,GBP,1,0
T00244,2025-01-01 04:04:00,CPTY_E,FinTech,SG,HDFCBANK,BUY,1133,119.7,135620.1,GBP,1,0
T00245,2025-01-01 04:05:00,CPTY_G,Bank,RU,EURUSD,SELL,489,78.76,38513.64,GBP,1,0
T00246,2025-01-01 04:06:00,CPTY_F,Broker,AE,USDINR,BUY,490,147.56,72304.4,USD,1,0
T00247,2025-01-01 04:07:00,CPTY_B,Broker,UK,INFY,BUY,2136,77.17,164835.12,USD,1,0
T00248,2025-01-01 04:08:00,CPTY_D,Corporate,IN,MSFT,BUY,558,125.32,69928.56,INR,1,0
T00249,2025-01-01 04:09:00,CPTY_B,Broker,UK,INFY,BUY,2238,171.84,384577.92,USD,1,0
T00250,2025-01-01 04:10:00,CPTY_C,HedgeFund,DE,AAPL,SELL,509,84.49,43005.41,GBP,1,0
T00251,2025-01-01 04:11:00,CPTY_C,HedgeFund,DE,HDFCBANK,BUY,1228,113.38,139230.64,EUR,1,0
T00252,2025-01-01 04:12:00,CPTY_E,FinTech,SG,HDFCBANK,BUY,858,68.07,58404.06,EUR,1,0
T00253,2025-01-01 04:13:00,CPTY_B,Broker,UK,MSFT,SELL,973,171.78,167141.94,EUR,1,0
T00254,2025-01-01 04:14:00,CPTY_D,Corporate,IN,GOOG,BUY,585,108.95,63735.75,INR,1,0
T00255,2025-01-01 04:15:00,CPTY_F,Broker,AE,INFY,SELL,3021,78.77,237964.17,GBP,1,0
T00256,2025-01-01 04:16:00,CPTY_F,Broker,AE,AAPL,SELL,1545,173.87,268629.15,GBP,1,0
T00257,2025-01-01 04:17:00,CPTY_F,Broker,AE,EURUSD,BUY,1472,144.35,212483.2,USD,1,0
T00258,2025-01-01 04:18:00,CPTY_D,Corporate,IN,TCS,SELL,1656,120.29,199200.24,INR,1,0
T00259,2025-01-01 04:19:00,CPTY_F,Broker,AE,INFY,SELL,2105,125.95,265124.75,GBP,1,0
T00260,2025-01-01 04:20:00,CPTY_B,Broker,UK,HDFCBANK,SELL,866,105.87,91683.42,USD,1,0
T00261,2025-01-01 04:21:00,CPTY_B,Broker,UK,HDFCBANK,SELL,1294,84.27,109045.38,GBP,1,0
T00262,2025-01-01 04:22:00,CPTY_F,Broker,AE,INFY,BUY,1152,101.86,117342.72,INR,1,0
T00263,2025-01-01 04:23:00,CPTY_C,HedgeFund,DE,AAPL,BUY,1516,186.53,282779.48,INR,1,0
T00264,2025-01-01 04:24:00,CPTY_G,Bank,RU,INFY,BUY,1199,163.1,195556.9,GBP,1,0
T00265,2025-01-01 04:25:00,CPTY_B,Broker,UK,TSLA,SELL,1486,107.46,159685.56,EUR,1,0
T00266,2025-01-01 04:26:00,CPTY_F,Broker,AE,MSFT,BUY,642,107.76,69181.92,GBP,1,0
T00267,2025-01-01 04:27:00,CPTY_G,Bank,RU,USDINR,BUY,1106,72.0,79632.0,GBP,1,0
T00268,2025-01-01 04:28:00,CPTY_F,Broker,AE,GOOG,BUY,552,115.09,63529.68,GBP,1,0
T00269,2025-01-01 04:29:00,CPTY_C,HedgeFund,DE,HDFCBANK,BUY,2252,97.37,219277.24,EUR,1,0
T00270,2025-01-01 04:30:00,CPTY_B,Broker,UK,EURUSD,SELL,158,12.05,1903.9,GBP,1,0
T00271,2025-01-01 04:31:00,CPTY_G,Bank,RU,GOOG,SELL,183,128.33,23484.39,INR,1,0
T00272,2025-01-01 04:32:00,CPTY_G,Bank,RU,INFY,SELL,24,134.9,3237.6,USD,1,0
T00273,2025-01-01 04:33:00,CPTY_D,Corporate,IN,MSFT,BUY,1520,96.03,145965.6,EUR,1,0
T00274,2025-01-01 04:34:00,CPTY_G,Bank,RU,HDFCBANK,SELL,220,72.32,15910.4,USD,1,0
T00275,2025-01-01 04:35:00,CPTY_G,Bank,RU,HDFCBANK,BUY,807,114.08,92062.56,GBP,1,0
T00276,2025-01-01 04:36:00,CPTY_E,FinTech,SG,MSFT,SELL,1,157.75,157.75,GBP,1,0
T00277,2025-01-01 04:37:00,CPTY_F,Broker,AE,INFY,SELL,1274,118.27,150675.98,GBP,1,0
T00278,2025-01-01 04:38:00,CPTY_A,Bank,US,TSLA,SELL,1514,153.17,231899.38,USD,1,0
T00279,2025-01-01 04:39:00,CPTY_E,FinTech,SG,EURUSD,SELL,1157,128.36,148512.52,EUR,1,0
T00280,2025-01-01 04:40:00,CPTY_F,Broker,AE,MSFT,SELL,458,172.04,78794.32,GBP,1,0
T00281,2025-01-01 04:41:00,CPTY_F,Broker,AE,HDFCBANK,BUY,1102,72.76,80181.52,EUR,1,0
T00282,2025-01-01 04:42:00,CPTY_A,Bank,US,AAPL,SELL,643,24.42,15702.06,INR,0,0
T00283,2025-01-01 04:43:00,CPTY_A,Bank,US,MSFT,BUY,638,3.04,1939.52,EUR,1,0
T00284,2025-01-01 04:44:00,CPTY_D,Corporate,IN,USDINR,SELL,1628,117.02,190508.56,INR,1,0
T00285,2025-01-01 04:45:00,CPTY_E,FinTech,SG,GOOG,SELL,226,98.09,22168.34,USD,1,1
T00286,2025-01-01 04:46:00,CPTY_G,Bank,RU,USDINR,SELL,997,53.67,53508.99,GBP,1,0
T00287,2025-01-01 04:47:00,CPTY_A,Bank,US,TCS,BUY,823,101.08,83188.84,INR,1,0
T00288,2025-01-01 04:48:00,CPTY_D,Corporate,IN,TSLA,SELL,802,72.72,58321.44,USD,0,0
T00289,2025-01-01 04:49:00,CPTY_F,Broker,AE,TCS,SELL,198,88.76,17574.48,USD,1,0
T00290,2025-01-01 04:50:00,CPTY_D,Corporate,IN,INFY,BUY,543,122.9,66734.7,USD,1,0
T00291,2025-01-01 04:51:00,CPTY_G,Bank,RU,USDINR,BUY,2119,136.99,290281.81,EUR,0,0
T00292,2025-01-01 04:52:00,CPTY_F,Broker,AE,AAPL,BUY,1047,74.12,77603.64,GBP,1,0
T00293,2025-01-01 04:53:00,CPTY_B,Broker,UK,GOOG,BUY,1716,125.41,215203.56,USD,1,0
T00294,2025-01-01 04:54:00,CPTY_G,Bank,RU,EURUSD,BUY,2053,107.9,221518.7,EUR,1,0
T00295,2025-01-01 04:55:00,CPTY_G,Bank,RU,TSLA,SELL,2388,107.92,257712.96,EUR,1,0
T00296,2025-01-01 04:56:00,CPTY_G,Bank,RU,AAPL,SELL,478,80.64,38545.92,EUR,1,0
T00297,2025-01-01 04:57:00,CPTY_B,Broker,UK,EURUSD,SELL,1418,77.05,109256.9,EUR,1,0
T00298,2025-01-01 04:58:00,CPTY_A,Bank,US,AAPL,BUY,2382,117.45,279765.9,USD,1,1
T00299,2025-01-01 04:59:00,CPTY_C,HedgeFund,DE,TSLA,SELL,1030,104.8,107944.0,USD,1,0
T00300,2025-01-01 05:00:00,CPTY_B,Broker,UK,INFY,BUY,794,33.26,26408.44,EUR,1,0
T00301,2025-01-01 05:01:00,CPTY_F,Broker,AE,HDFCBANK,BUY,613,162.96,99894.48,USD,1,0
T00302,2025-01-01 05:02:00,CPTY_D,Corporate,IN,USDINR,SELL,1179,141.88,167276.52,USD,1,0
T00303,2025-01-01 05:03:00,CPTY_D,Corporate,IN,EURUSD,BUY,1862,98.46,183332.52,USD,1,0
T00304,2025-01-01 05:04:00,CPTY_F,Broker,AE,EURUSD,SELL,1521,36.94,56185.74,INR,1,0
T00305,2025-01-01 05:05:00,CPTY_F,Broker,AE,AAPL,BUY,2181,155.2,338491.2,INR,1,0
T00306,2025-01-01 05:06:00,CPTY_G,Bank,RU,HDFCBANK,SELL,1395,110.43,154049.85,USD,1,0
T00307,2025-01-01 05:07:00,CPTY_D,Corporate,IN,USDINR,BUY,979,146.91,143824.89,USD,1,0
T00308,2025-01-01 05:08:00,CPTY_C,HedgeFund,DE,GOOG,BUY,1617,13.94,22540.98,EUR,1,0
T00309,2025-01-01 05:09:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,710,55.21,39199.1,INR,1,0
T00310,2025-01-01 05:10:00,CPTY_E,FinTech,SG,EURUSD,SELL,35,146.43,5125.05,INR,1,0
T00311,2025-01-01 05:11:00,CPTY_E,FinTech,SG,HDFCBANK,BUY,962,119.08,114554.96,USD,1,0
T00312,2025-01-01 05:12:00,CPTY_G,Bank,RU,EURUSD,BUY,1061,48.68,51649.48,INR,1,0
T00313,2025-01-01 05:13:00,CPTY_D,Corporate,IN,TSLA,SELL,245,82.88,20305.6,GBP,1,0
T00314,2025-01-01 05:14:00,CPTY_G,Bank,RU,USDINR,SELL,721,86.03,62027.63,INR,0,0
T00315,2025-01-01 05:15:00,CPTY_F,Broker,AE,MSFT,SELL,742,183.07,135837.94,INR,1,0
T00316,2025-01-01 05:16:00,CPTY_C,HedgeFund,DE,INFY,SELL,1824,109.55,199819.2,EUR,1,0
T00317,2025-01-01 05:17:00,CPTY_F,Broker,AE,USDINR,BUY,942,98.51,92796.42,USD,1,0
T00318,2025-01-01 05:18:00,CPTY_G,Bank,RU,MSFT,BUY,1586,96.77,153477.22,INR,1,0
T00319,2025-01-01 05:19:00,CPTY_A,Bank,US,TCS,BUY,1733,113.86,197319.38,USD,1,0
T00320,2025-01-01 05:20:00,CPTY_E,FinTech,SG,EURUSD,SELL,2670,94.42,252101.4,USD,1,0
T00321,2025-01-01 05:21:00,CPTY_D,Corporate,IN,TCS,SELL,1886,58.4,110142.4,USD,1,0
T00322,2025-01-01 05:22:00,CPTY_C,HedgeFund,DE,INFY,SELL,500,176.56,88280.0,USD,1,0
T00323,2025-01-01 05:23:00,CPTY_E,FinTech,SG,EURUSD,BUY,1696,119.83,203231.68,EUR,1,0
T00324,2025-01-01 05:24:00,CPTY_F,Broker,AE,USDINR,BUY,2922,97.7,285479.4,USD,1,0
T00325,2025-01-01 05:25:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,1884,147.48,277852.32,USD,1,0
T00326,2025-01-01 05:26:00,CPTY_G,Bank,RU,INFY,BUY,2306,54.15,124869.9,INR,1,0
T00327,2025-01-01 05:27:00,CPTY_G,Bank,RU,EURUSD,BUY,948,113.15,107266.2,GBP,1,0
T00328,2025-01-01 05:28:00,CPTY_A,Bank,US,GOOG,SELL,2290,118.14,270540.6,GBP,1,0
T00329,2025-01-01 05:29:00,CPTY_C,HedgeFund,DE,TCS,BUY,1951,50.9,99305.9,EUR,1,0
T00330,2025-01-01 05:30:00,CPTY_G,Bank,RU,GOOG,SELL,761,155.03,117977.83,USD,1,0
T00331,2025-01-01 05:31:00,CPTY_B,Broker,UK,AAPL,BUY,861,100.62,86633.82,EUR,1,0
T00332,2025-01-01 05:32:00,CPTY_D,Corporate,IN,HDFCBANK,SELL,2275,66.12,150423.0,GBP,1,0
T00333,2025-01-01 05:33:00,CPTY_B,Broker,UK,TCS,SELL,488,47.08,22975.04,GBP,1,0
T00334,2025-01-01 05:34:00,CPTY_G,Bank,RU,MSFT,BUY,2313,140.39,324722.07,EUR,1,0
T00335,2025-01-01 05:35:00,CPTY_B,Broker,UK,AAPL,BUY,1785,87.01,155312.85,GBP,1,0
T00336,2025-01-01 05:36:00,CPTY_D,Corporate,IN,HDFCBANK,SELL,111,34.18,3793.98,INR,1,0
T00337,2025-01-01 05:37:00,CPTY_D,Corporate,IN,INFY,BUY,2107,122.56,258233.92,USD,1,0
T00338,2025-01-01 05:38:00,CPTY_C,HedgeFund,DE,HDFCBANK,BUY,1607,111.25,178778.75,GBP,1,0
T00339,2025-01-01 05:39:00,CPTY_F,Broker,AE,USDINR,SELL,396,88.77,35152.92,USD,1,0
T00340,2025-01-01 05:40:00,CPTY_B,Broker,UK,HDFCBANK,BUY,209,55.86,11674.74,USD,1,0
T00341,2025-01-01 05:41:00,CPTY_B,Broker,UK,INFY,BUY,1734,37.18,64470.12,EUR,1,0
T00342,2025-01-01 05:42:00,CPTY_G,Bank,RU,INFY,SELL,214,91.01,19476.14,GBP,1,0
T00343,2025-01-01 05:43:00,CPTY_A,Bank,US,AAPL,SELL,1084,46.64,50557.76,INR,1,0
T00344,2025-01-01 05:44:00,CPTY_B,Broker,UK,GOOG,SELL,274,117.62,32227.88,EUR,1,0
T00345,2025-01-01 05:45:00,CPTY_E,FinTech,SG,EURUSD,SELL,1179,154.57,182238.03,USD,0,0
T00346,2025-01-01 05:46:00,CPTY_D,Corporate,IN,AAPL,SELL,1097,121.73,133537.81,USD,1,0
T00347,2025-01-01 05:47:00,CPTY_D,Corporate,IN,MSFT,SELL,438,73.48,32184.24,INR,1,0
T00348,2025-01-01 05:48:00,CPTY_E,FinTech,SG,HDFCBANK,SELL,4,72.28,289.12,GBP,1,0
T00349,2025-01-01 05:49:00,CPTY_A,Bank,US,HDFCBANK,BUY,764,149.91,114531.24,GBP,1,0
T00350,2025-01-01 05:50:00,CPTY_B,Broker,UK,USDINR,SELL,331,185.81,61503.11,USD,1,0
T00351,2025-01-01 05:51:00,CPTY_D,Corporate,IN,MSFT,BUY,1507,116.55,175640.85,INR,1,0
T00352,2025-01-01 05:52:00,CPTY_E,FinTech,SG,HDFCBANK,BUY,1035,94.12,97414.2,INR,1,0
T00353,2025-01-01 05:53:00,CPTY_G,Bank,RU,INFY,SELL,554,45.21,25046.34,EUR,1,0
T00354,2025-01-01 05:54:00,CPTY_C,HedgeFund,DE,GOOG,BUY,357,165.56,59104.92,USD,1,0
T00355,2025-01-01 05:55:00,CPTY_E,FinTech,SG,EURUSD,BUY,1455,165.14,240278.7,GBP,1,0
T00356,2025-01-01 05:56:00,CPTY_C,HedgeFund,DE,GOOG,BUY,534,59.41,31724.94,USD,1,0
T00357,2025-01-01 05:57:00,CPTY_B,Broker,UK,INFY,BUY,1027,69.2,71068.4,EUR,1,0
T00358,2025-01-01 05:58:00,CPTY_E,FinTech,SG,GOOG,BUY,1187,37.76,44821.12,EUR,1,0
T00359,2025-01-01 05:59:00,CPTY_G,Bank,RU,USDINR,SELL,594,114.96,68286.24,INR,1,0
T00360,2025-01-01 06:00:00,CPTY_F,Broker,AE,TCS,SELL,2338,116.76,272984.88,EUR,1,0
T00361,2025-01-01 06:01:00,CPTY_D,Corporate,IN,MSFT,SELL,1446,103.04,148995.84,INR,1,0
T00362,2025-01-01 06:02:00,CPTY_F,Broker,AE,INFY,SELL,1135,43.45,49315.75,USD,1,0
T00363,2025-01-01 06:03:00,CPTY_C,HedgeFund,DE,EURUSD,BUY,411,149.44,61419.84,GBP,1,0
T00364,2025-01-01 06:04:00,CPTY_D,Corporate,IN,USDINR,BUY,126,87.34,11004.84,USD,1,0
T00365,2025-01-01 06:05:00,CPTY_C,HedgeFund,DE,INFY,BUY,1970,105.67,208169.9,USD,1,0
T00366,2025-01-01 06:06:00,CPTY_E,FinTech,SG,EURUSD,SELL,1153,87.64,101048.92,INR,1,0
T00367,2025-01-01 06:07:00,CPTY_E,FinTech,SG,EURUSD,BUY,1566,138.27,216530.82,INR,0,0
T00368,2025-01-01 06:08:00,CPTY_G,Bank,RU,TSLA,SELL,371,46.75,17344.25,INR,1,0
T00369,2025-01-01 06:09:00,CPTY_E,FinTech,SG,GOOG,BUY,468,120.32,56309.76,INR,1,0
T00370,2025-01-01 06:10:00,CPTY_A,Bank,US,TCS,BUY,1310,199.72,261633.2,EUR,1,0
T00371,2025-01-01 06:11:00,CPTY_A,Bank,US,TSLA,SELL,1065,96.04,102282.6,INR,1,0
T00372,2025-01-01 06:12:00,CPTY_E,FinTech,SG,EURUSD,BUY,1213,112.87,136911.31,GBP,1,0
T00373,2025-01-01 06:13:00,CPTY_C,HedgeFund,DE,INFY,SELL,860,69.77,60002.2,INR,1,0
T00374,2025-01-01 06:14:00,CPTY_G,Bank,RU,TCS,BUY,1022,99.64,101832.08,GBP,1,0
T00375,2025-01-01 06:15:00,CPTY_A,Bank,US,TCS,BUY,979,132.71,129923.09,INR,1,0
T00376,2025-01-01 06:16:00,CPTY_C,HedgeFund,DE,INFY,BUY,1008,47.53,47910.24,GBP,1,0
T00377,2025-01-01 06:17:00,CPTY_A,Bank,US,GOOG,SELL,512,92.52,47370.24,GBP,0,0
T00378,2025-01-01 06:18:00,CPTY_F,Broker,AE,HDFCBANK,BUY,1045,121.19,126643.55,USD,1,0
T00379,2025-01-01 06:19:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,1051,20.98,22049.98,GBP,1,0
T00380,2025-01-01 06:20:00,CPTY_G,Bank,RU,GOOG,BUY,32,124.0,3968.0,INR,1,0
T00381,2025-01-01 06:21:00,CPTY_E,FinTech,SG,TCS,BUY,829,159.63,132333.27,GBP,1,1
T00382,2025-01-01 06:22:00,CPTY_C,HedgeFund,DE,GOOG,BUY,1118,86.52,96729.36,GBP,1,0
T00383,2025-01-01 06:23:00,CPTY_G,Bank,RU,USDINR,BUY,509,87.9,44741.1,EUR,1,0
T00384,2025-01-01 06:24:00,CPTY_B,Broker,UK,GOOG,BUY,1128,100.12,112935.36,GBP,1,0
T00385,2025-01-01 06:25:00,CPTY_G,Bank,RU,MSFT,BUY,1759,40.6,71415.4,GBP,1,0
T00386,2025-01-01 06:26:00,CPTY_G,Bank,RU,GOOG,SELL,93,91.01,8463.93,EUR,1,0
T00387,2025-01-01 06:27:00,CPTY_B,Broker,UK,GOOG,BUY,1433,130.37,186820.21,INR,1,0
T00388,2025-01-01 06:28:00,CPTY_A,Bank,US,HDFCBANK,SELL,538,3.64,1958.32,EUR,0,0
T00389,2025-01-01 06:29:00,CPTY_D,Corporate,IN,INFY,SELL,563,115.67,65122.21,EUR,1,0
T00390,2025-01-01 06:30:00,CPTY_E,FinTech,SG,TSLA,SELL,987,123.17,121568.79,INR,1,0
T00391,2025-01-01 06:31:00,CPTY_G,Bank,RU,TSLA,SELL,1957,93.66,183292.62,INR,1,0
T00392,2025-01-01 06:32:00,CPTY_D,Corporate,IN,INFY,SELL,645,64.61,41673.45,INR,1,0
T00393,2025-01-01 06:33:00,CPTY_B,Broker,UK,TSLA,BUY,97,35.46,3439.62,GBP,1,0
T00394,2025-01-01 06:34:00,CPTY_A,Bank,US,USDINR,SELL,464,141.6,65702.4,USD,1,0
T00395,2025-01-01 06:35:00,CPTY_F,Broker,AE,EURUSD,BUY,1542,80.48,124100.16,GBP,0,0
T00396,2025-01-01 06:36:00,CPTY_A,Bank,US,GOOG,SELL,2725,75.77,206473.25,INR,1,0
T00397,2025-01-01 06:37:00,CPTY_E,FinTech,SG,GOOG,SELL,2041,162.46,331580.86,USD,1,0
T00398,2025-01-01 06:38:00,CPTY_B,Broker,UK,USDINR,SELL,1367,72.89,99640.63,USD,1,0
T00399,2025-01-01 06:39:00,CPTY_D,Corporate,IN,AAPL,SELL,707,107.39,75924.73,GBP,1,0
T00400,2025-01-01 06:40:00,CPTY_B,Broker,UK,HDFCBANK,BUY,77,61.14,4707.78,GBP,1,0
T00401,2025-01-01 06:41:00,CPTY_B,Broker,UK,AAPL,SELL,162,121.47,19678.14,USD,1,0
T00402,2025-01-01 06:42:00,CPTY_G,Bank,RU,TCS,BUY,1948,128.76,250824.48,EUR,1,0
T00403,2025-01-01 06:43:00,CPTY_A,Bank,US,INFY,SELL,1796,69.73,125235.08,EUR,1,0
T00404,2025-01-01 06:44:00,CPTY_G,Bank,RU,USDINR,SELL,741,89.97,66667.77,USD,1,0
T00405,2025-01-01 06:45:00,CPTY_A,Bank,US,AAPL,SELL,1364,186.6,254522.4,EUR,0,0
T00406,2025-01-01 06:46:00,CPTY_G,Bank,RU,GOOG,SELL,485,137.11,66498.35,USD,1,0
T00407,2025-01-01 06:47:00,CPTY_G,Bank,RU,INFY,BUY,2222,120.31,267328.82,GBP,1,0
T00408,2025-01-01 06:48:00,CPTY_A,Bank,US,AAPL,BUY,708,66.43,47032.44,INR,1,0
T00409,2025-01-01 06:49:00,CPTY_F,Broker,AE,USDINR,BUY,164,21.35,3501.4,USD,1,0
T00410,2025-01-01 06:50:00,CPTY_G,Bank,RU,USDINR,BUY,822,88.93,73100.46,EUR,1,0
T00411,2025-01-01 06:51:00,CPTY_F,Broker,AE,GOOG,SELL,1688,76.68,129435.84,INR,1,0
T00412,2025-01-01 06:52:00,CPTY_A,Bank,US,TCS,BUY,866,111.3,96385.8,INR,1,0
T00413,2025-01-01 06:53:00,CPTY_B,Broker,UK,MSFT,SELL,1392,129.4,180124.8,USD,1,0
T00414,2025-01-01 06:54:00,CPTY_E,FinTech,SG,EURUSD,BUY,1144,48.13,55060.72,INR,1,0
T00415,2025-01-01 06:55:00,CPTY_G,Bank,RU,USDINR,BUY,1319,73.95,97540.05,INR,1,0
T00416,2025-01-01 06:56:00,CPTY_C,HedgeFund,DE,INFY,BUY,1990,100.85,200691.5,GBP,1,0
T00417,2025-01-01 06:57:00,CPTY_G,Bank,RU,MSFT,SELL,1192,204.07,243251.44,EUR,1,0
T00418,2025-01-01 06:58:00,CPTY_F,Broker,AE,MSFT,SELL,1602,115.25,184630.5,EUR,1,0
T00419,2025-01-01 06:59:00,CPTY_A,Bank,US,TCS,SELL,889,51.03,45365.67,EUR,0,0
T00420,2025-01-01 07:00:00,CPTY_G,Bank,RU,USDINR,SELL,832,65.98,54895.36,EUR,1,0
T00421,2025-01-01 07:01:00,CPTY_G,Bank,RU,GOOG,BUY,2335,115.79,270369.65,INR,1,0
T00422,2025-01-01 07:02:00,CPTY_A,Bank,US,INFY,BUY,1957,75.61,147968.77,USD,1,0
T00423,2025-01-01 07:03:00,CPTY_G,Bank,RU,TSLA,BUY,372,125.93,46845.96,GBP,1,0
T00424,2025-01-01 07:04:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,290,82.5,23925.0,INR,1,0
T00425,2025-01-01 07:05:00,CPTY_C,HedgeFund,DE,AAPL,BUY,2381,84.01,200027.81,GBP,1,0
T00426,2025-01-01 07:06:00,CPTY_C,HedgeFund,DE,AAPL,SELL,134,29.57,3962.38,GBP,1,0
T00427,2025-01-01 07:07:00,CPTY_A,Bank,US,TCS,SELL,220,150.5,33110.0,INR,1,0
T00428,2025-01-01 07:08:00,CPTY_F,Broker,AE,USDINR,SELL,558,202.33,112900.14,GBP,1,0
T00429,2025-01-01 07:09:00,CPTY_B,Broker,UK,USDINR,SELL,2233,180.24,402475.92,GBP,1,0
T00430,2025-01-01 07:10:00,CPTY_G,Bank,RU,EURUSD,SELL,1819,123.7,225010.3,USD,1,0
T00431,2025-01-01 07:11:00,CPTY_F,Broker,AE,HDFCBANK,BUY,345,99.87,34455.15,INR,1,0
T00432,2025-01-01 07:12:00,CPTY_E,FinTech,SG,GOOG,SELL,1557,138.21,215192.97,GBP,1,0
T00433,2025-01-01 07:13:00,CPTY_A,Bank,US,MSFT,SELL,86,92.25,7933.5,GBP,1,0
T00434,2025-01-01 07:14:00,CPTY_C,HedgeFund,DE,USDINR,SELL,933,95.13,88756.29,EUR,1,0
T00435,2025-01-01 07:15:00,CPTY_F,Broker,AE,USDINR,SELL,180,174.16,31348.8,INR,1,0
T00436,2025-01-01 07:16:00,CPTY_A,Bank,US,TCS,SELL,818,61.62,50405.16,GBP,1,0
T00437,2025-01-01 07:17:00,CPTY_F,Broker,AE,AAPL,BUY,2507,161.73,405457.11,INR,1,0
T00438,2025-01-01 07:18:00,CPTY_C,HedgeFund,DE,EURUSD,BUY,1112,29.26,32537.12,USD,1,0
T00439,2025-01-01 07:19:00,CPTY_B,Broker,UK,USDINR,BUY,627,36.21,22703.67,EUR,1,0
T00440,2025-01-01 07:20:00,CPTY_A,Bank,US,TSLA,SELL,1410,78.69,110952.9,GBP,1,0
T00441,2025-01-01 07:21:00,CPTY_D,Corporate,IN,AAPL,BUY,977,170.89,166959.53,INR,1,0
T00442,2025-01-01 07:22:00,CPTY_C,HedgeFund,DE,TCS,SELL,518,118.75,61512.5,USD,1,0
T00443,2025-01-01 07:23:00,CPTY_E,FinTech,SG,GOOG,SELL,1612,149.08,240316.96,INR,1,0
T00444,2025-01-01 07:24:00,CPTY_C,HedgeFund,DE,INFY,BUY,919,91.85,84410.15,USD,1,0
T00445,2025-01-01 07:25:00,CPTY_A,Bank,US,GOOG,SELL,818,114.69,93816.42,INR,1,0
T00446,2025-01-01 07:26:00,CPTY_E,FinTech,SG,MSFT,SELL,2194,89.16,195617.04,GBP,1,0
T00447,2025-01-01 07:27:00,CPTY_F,Broker,AE,USDINR,BUY,939,135.36,127103.04,GBP,1,0
T00448,2025-01-01 07:28:00,CPTY_F,Broker,AE,USDINR,BUY,1053,120.64,127033.92,USD,1,0
T00449,2025-01-01 07:29:00,CPTY_B,Broker,UK,MSFT,SELL,250,78.84,19710.0,EUR,1,1
T00450,2025-01-01 07:30:00,CPTY_F,Broker,AE,USDINR,BUY,1635,49.83,81472.05,GBP,1,0
T00451,2025-01-01 07:31:00,CPTY_F,Broker,AE,TCS,BUY,1373,98.57,135336.61,GBP,1,0
T00452,2025-01-01 07:32:00,CPTY_C,HedgeFund,DE,GOOG,BUY,412,67.59,27847.08,GBP,1,0
T00453,2025-01-01 07:33:00,CPTY_E,FinTech,SG,TSLA,BUY,187,102.47,19161.89,EUR,1,0
T00454,2025-01-01 07:34:00,CPTY_G,Bank,RU,GOOG,BUY,1141,85.32,97350.12,INR,1,0
T00455,2025-01-01 07:35:00,CPTY_A,Bank,US,TCS,SELL,142,16.85,2392.7,INR,1,0
T00456,2025-01-01 07:36:00,CPTY_G,Bank,RU,EURUSD,BUY,1349,136.16,183679.84,USD,1,0
T00457,2025-01-01 07:37:00,CPTY_A,Bank,US,INFY,SELL,1495,182.3,272538.5,INR,1,0
T00458,2025-01-01 07:38:00,CPTY_E,FinTech,SG,HDFCBANK,SELL,853,155.0,132215.0,USD,1,0
T00459,2025-01-01 07:39:00,CPTY_B,Broker,UK,TCS,BUY,483,68.03,32858.49,INR,1,0
T00460,2025-01-01 07:40:00,CPTY_D,Corporate,IN,EURUSD,SELL,1098,164.99,181159.02,EUR,1,0
T00461,2025-01-01 07:41:00,CPTY_G,Bank,RU,EURUSD,BUY,766,37.47,28702.02,EUR,1,0
T00462,2025-01-01 07:42:00,CPTY_D,Corporate,IN,EURUSD,BUY,1706,96.89,165294.34,USD,1,0
T00463,2025-01-01 07:43:00,CPTY_E,FinTech,SG,GOOG,SELL,1239,69.93,86643.27,EUR,1,0
T00464,2025-01-01 07:44:00,CPTY_B,Broker,UK,TCS,BUY,1090,42.47,46292.3,GBP,1,0
